Name,County,Date,Start Date and Time,End Date and Time,Latitude,Longitude,Acres Burned,Duration,Maximum Temperature,Minimum Temperature,Temperature,Dew Point,Precipitation,Wind Speed,Wind Gust,Wind Direction,Cloud Cover,Relative Humidity,Solar Radiation,Solar Energy,PDSI,NDVI,Elevation,Slope
R-3 Fire,Lassen,2020-06-24,2020-06-24 07:49:19+00:00,2020-06-26 18:00:00+00:00,40.44793,-120.04635,210.0,2.4240856481481483,96.9,55.5,77.1,45.8,0.0,13.9,,242.35,2.6,36.42,415.3,26.9,-1.9300003051757808,2029.0,1537,2.6062591075897217
Pass Fire,Merced,2020-06-28,2020-06-28 13:28:53+00:00,2020-07-03 07:34:00+00:00,37.06641,-121.21912,2192.0,4.75355324074074,65.8,55.5,59.6,50.6,0.0,20.4,27.7,255.67,56.9,72.8,534.6,30.8,-1.6599998474121094,2850.0,410,6.008871555328369
Gage Fire,San Luis Obispo,2020-06-28,2020-06-28 15:58:46+00:00,2020-06-28 11:06:00+00:00,35.69993,-120.96759,33.0,-0.20331018518518518,67.9,55.3,60.3,51.0,0.0,19.7,28.6,223.08,46.2,72.74,516.3,29.7,-1.2899999618530271,5913.0,363,11.273362159729004
Aurora Fire,Mono,2020-06-26,2020-06-26 15:13:24+00:00,2020-07-02 11:07:00+00:00,38.22554,-119.00289,280.0,5.828888888888889,88.5,48.8,70.5,36.8,0.0,13.9,20.8,239.39,0.0,35.88,536.4,30.9,-2.6999998092651367,2963.0,2532,13.009353637695312
Avacado Fire,Butte,2020-06-30,2020-06-30 15:43:01+00:00,2020-07-03 19:15:00+00:00,39.3784,-121.4319,136.0,3.1472106481481483,92.7,63.0,79.2,47.9,0.0,7.1,,176.04,0.3,35.98,519.4,44.9,-2.9700002670288086,3931.0,151,3.669372320175171
Cotton Fire,Merced,2020-07-05,2020-07-05 07:30:23+00:00,,37.091637,-121.086625,100.0,,92.3,58.8,75.5,45.2,0.0,17.2,19.7,290.42,0.6,37.77,541.6,31.2,-2.289999961853028,1898.0,183,14.974424362182615
Sheridan Fire,Alameda,2020-07-04,2020-07-04 15:04:41+00:00,2020-07-05 18:47:00+00:00,37.536015,-121.876277,108.0,1.154386574074074,88.6,55.3,71.3,47.7,0.0,14.4,,239.92,2.1,47.71,503.8,30.8,-2.930000305175781,3787.0,311,15.104643821716309
Mount R Fire,San Bernardino,2020-07-03,2020-07-03 16:29:04+00:00,2020-07-06 13:27:00+00:00,34.182436,-117.124353,62.0,2.8735648148148147,84.1,45.2,66.8,38.6,0.0,13.3,18.3,266.71,0.0,41.79,317.1,17.1,1.5900001525878906,5584.0,1130,10.156097412109377
Patterson Fire,San Joaquin,2020-07-06,2020-07-06 16:04:20+00:00,2020-07-06 19:02:00+00:00,37.71984,-121.53524,150.0,0.12337962962962963,81.7,57.1,68.2,47.0,0.0,16.9,24.2,263.75,2.0,49.56,561.9,32.4,-3.1599998474121094,1571.0,80,3.513197422027588
Quarter Fire,Tuolumne,2020-06-21,2020-06-21 11:33:36+00:00,2020-07-07 14:34:00+00:00,38.08264,-120.20316,10.0,16.12527777777778,92.1,57.2,76.1,47.4,0.0,8.5,18.3,172.08,0.0,41.27,546.7,31.5,-1.329999923706055,6608.0,1144,18.90235710144043
Poeville Fire,State of Nevada,2020-06-27,2020-06-27 19:08:50+00:00,2020-07-06 14:36:00+00:00,39.32596,-119.81098,2975.0,8.810532407407408,93.9,63.3,79.1,35.9,0.0,22.2,33.7,214.38,23.9,24.43,392.8,25.5,-2.7200002670288086,3144.0,1550,2.569399833679199
Kings Fire,Fresno,2020-07-05,2020-07-05 14:39:40+00:00,,36.750186,-119.116536,67.0,,98.6,63.9,83.0,50.0,0.0,13.8,17.2,289.46,2.1,35.41,548.6,31.6,-1.630000114440918,4605.0,683,5.068391799926758
California Fire,Contra Costa,2020-07-06,2020-07-06 15:32:26+00:00,,38.02996,-122.25471,298.0,,82.0,55.7,68.1,48.2,0.0,18.0,27.7,217.38,2.0,52.09,356.3,30.8,-3.7100000381469727,3106.0,52,8.92063045501709
Brandon Fire,El Dorado,2020-07-07,2020-07-07 16:06:21+00:00,,38.58488,-120.941267,32.0,,88.9,57.0,72.6,45.4,0.0,10.3,16.1,197.61,0.0,41.45,498.1,30.5,-2.010000228881836,5402.0,244,15.29952335357666
Hog Fire,Fresno,2020-06-12,2020-06-12 17:35:38+00:00,2020-07-08 08:31:00+00:00,36.82276,-119.36572,533.0,25.62178240740741,87.1,66.5,75.8,49.4,0.0,26.7,36.1,310.63,42.1,41.12,472.3,27.2,-2.810000419616699,3819.0,178,5.389750957489014
Tripp Fire ,Riverside,2020-07-09,2020-07-09 14:27:09+00:00,2020-07-09 07:44:00+00:00,33.551838,-116.7464168,10.0,-0.2799652777777778,98.1,60.7,80.5,43.5,0.0,13.5,18.3,166.08,0.0,32.23,476.8,27.5,3.450000762939453,3197.0,1119,7.594117164611816
Alum Fire,Santa Clara,2020-07-11,2020-07-11 10:50:33+00:00,2020-07-11 17:28:00+00:00,37.37731,-121.79349,31.0,0.27600694444444446,90.5,59.9,73.5,52.1,0.0,14.8,,281.79,8.9,51.65,475.2,29.1,-3.010000228881836,3092.0,286,6.8819427490234375
Soda Fire ,San Luis Obispo,2020-07-03,2020-07-03 14:00:40+00:00,2020-07-05 18:43:00+00:00,35.393889,-120.053275,157.0,2.196064814814815,78.8,50.2,63.4,49.9,0.0,15.7,,212.67,14.7,65.33,443.2,28.7,-0.6099996566772461,2437.0,633,1.854334115982056
Soledad Fire,Los Angeles,2020-07-05,2020-07-05 17:18:35+00:00,2020-07-10 18:44:00+00:00,34.467915,-118.328877,1525.0,5.05931712962963,96.6,65.0,81.1,40.7,0.0,15.0,26.4,186.33,2.6,25.64,499.5,30.6,2.1599998474121094,2272.0,722,15.365384101867676
Elliot Fire,Riverside,2020-07-13,2020-07-13 12:55:16+00:00,2020-07-13 18:45:00+00:00,33.623968,-117.108421,2.0,0.24287037037037038,92.2,65.7,78.0,49.7,0.0,15.0,19.7,210.0,0.0,39.83,487.3,28.1,4.25,2533.0,458,5.238243103027344
Power Fire,Madera,2020-07-11,2020-07-11 17:57:49+00:00,2020-07-15 19:07:00+00:00,37.1487,-119.50307,108.0,4.048043981481482,103.0,67.6,86.3,49.8,0.0,11.0,40.3,273.46,13.0,31.99,510.8,29.4,-2.7100000381469727,4441.0,314,8.091141700744629
Robinson Fire,Butte,2020-07-13,2020-07-13 15:06:35+00:00,2020-07-15 19:09:00+00:00,39.43227,-121.37994,33.0,2.1683449074074073,97.5,68.2,82.8,51.5,0.0,15.7,18.3,151.96,0.0,35.15,547.8,47.3,-2.010000228881836,4267.0,427,1.5169543027877808
Valley Fire ,Yuba,2020-07-15,2020-07-15 17:18:23+00:00,2020-07-15 19:11:00+00:00,39.10112,-121.33589,500.0,0.07820601851851852,94.8,62.5,78.3,56.4,0.0,13.6,18.3,185.83,0.0,50.22,390.9,23.9,-3.5299997329711914,3033.0,82,3.698376417160034
Casino Fire,Riverside,2020-07-13,2020-07-13 15:08:00+00:00,2020-07-15 07:07:00+00:00,33.48429,-116.83552,91.0,1.6659722222222222,93.2,67.3,79.1,50.0,0.0,14.1,35.6,236.75,3.8,38.76,521.6,30.0,3.6200008392333984,2697.0,876,2.7802884578704834
Ben Fire,Mariposa,2020-07-15,2020-07-15 16:44:16+00:00,2020-07-18 07:58:00+00:00,37.42319,-119.95807,48.0,2.634537037037037,95.7,62.7,78.4,56.1,0.0,9.2,,297.0,2.0,49.59,321.1,25.4,-1.6599998474121094,4104.0,462,6.547367572784424
Hollow Fire,Alameda,2020-07-16,2020-07-16 18:14:18+00:00,2020-07-19 13:26:00+00:00,37.64044,-121.59374,253.0,2.7997916666666667,83.2,57.7,68.5,53.8,0.0,17.1,,305.79,10.2,62.8,508.6,29.3,-3.229999542236328,2336.0,259,1.854334115982056
Pitzer Fire,San Bernardino,2020-07-17,2020-07-17 14:59:54+00:00,2020-07-20 20:54:00+00:00,34.39464,-116.97557,119.0,3.245902777777778,81.6,47.8,66.5,38.4,0.0,11.0,23.0,308.88,0.0,38.68,502.9,29.0,2.959999084472656,1750.0,1135,2.1679136753082275
Rabbit Fire ,Madera,2020-07-20,2020-07-20 19:15:32+00:00,2020-07-21 07:18:00+00:00,37.118075,-119.932391,135.0,0.501712962962963,96.6,65.8,80.6,55.3,0.0,10.9,,301.17,4.6,44.69,486.6,28.0,-1.869999885559082,2076.0,173,7.00516414642334
Feather Fire,Butte,2020-07-20,2020-07-20 16:09:57+00:00,2020-07-21 14:40:00+00:00,39.506597,-121.604579,30.0,0.9375347222222222,93.8,65.0,79.5,56.7,0.0,16.1,,160.5,0.0,47.0,509.3,44.0,-3.260000228881836,3813.0,62,0.0
Avila Fire,San Luis Obispo,2020-06-15,2020-06-15 16:44:39+00:00,2020-06-19 07:27:00+00:00,35.17977,-120.69959,445.0,3.6127430555555557,81.4,53.0,66.7,52.6,0.0,25.0,33.1,270.96,1.6,63.45,468.5,27.0,-1.239999771118164,5820.0,36,0.0
Fork Fire,Tulare,2020-06-18,2020-06-18 20:28:41+00:00,2020-06-22 19:26:00+00:00,36.37085,-118.845123,130.0,3.9564699074074072,93.5,57.2,77.2,48.7,0.0,11.3,,194.71,0.0,40.78,434.9,29.7,-0.9099998474121094,4932.0,581,4.3586273193359375
Candy Fire,Butte,2020-05-08,2020-05-08 14:46:20+00:00,2020-05-08 15:21:00+00:00,39.42208,-121.47273,17.0,0.024074074074074074,93.6,59.7,78.1,44.5,0.0,5.8,31.1,144.58,0.9,32.62,403.9,27.6,-3.0,5049.0,170,7.3788604736328125
Grade Fire ,Tulare,2020-06-22,2020-06-22 08:16:27+00:00,2020-06-26 06:39:00+00:00,36.5537,-119.19677,1050.0,3.932326388888889,99.2,66.4,84.4,58.3,0.0,10.9,,296.96,9.5,44.25,419.2,27.2,-2.510000228881836,3421.0,149,2.1839044094085693
Springs Fire,Tulare,2020-06-19,2020-06-19 15:19:44+00:00,2020-06-22 19:22:00+00:00,35.89133,-118.8613,217.0,3.1682407407407407,98.5,62.2,80.6,47.7,0.0,11.1,23.0,223.5,0.0,35.46,460.5,29.8,1.329999923706055,2315.0,360,2.178783655166626
Hill Fire,Colusa,2020-07-24,2020-07-24 17:47:17+00:00,2020-07-25 07:07:00+00:00,39.013591,-122.359663,138.0,0.5553587962962963,85.9,57.7,70.5,53.6,0.0,12.8,19.7,132.67,9.6,57.99,514.8,29.6,-3.760000228881836,2297.0,338,18.455568313598636
Jack Fire,Riverside,2020-07-24,2020-07-24 17:32:36+00:00,2020-07-25 19:42:00+00:00,33.93327,-117.033124,145.0,1.0898611111111112,86.1,55.3,68.8,53.4,0.0,13.8,21.9,250.96,13.0,62.5,527.9,28.5,2.940000534057617,3235.0,724,13.816664695739746
Mineral Fire,Fresno,2020-07-13,2020-07-13 16:40:36+00:00,2020-07-26 19:41:00+00:00,36.09493,-120.52193,29667.0,13.125277777777777,94.6,59.4,76.9,47.4,0.0,18.4,32.2,217.25,0.0,38.29,495.1,32.1,-2.229999542236328,2494.0,447,4.627367496490479
Mountain Meadow Fire ,Solano,2020-07-06,2020-07-06 18:22:56+00:00,2020-07-09 11:50:00+00:00,38.21614,-122.12447,75.0,2.7271296296296295,89.5,55.1,71.2,46.8,0.0,22.2,31.1,230.25,0.0,45.7,509.8,29.4,-3.770000457763672,3903.0,3,0.0
Nail Fire,Colusa,2020-07-07,2020-07-07 17:32:13+00:00,2020-07-09 15:20:00+00:00,39.35498,-122.65813,25.0,1.9081828703703703,86.0,52.1,69.5,45.5,0.0,12.8,,180.0,0.0,46.08,492.4,30.1,-3.779999732971192,3884.0,506,6.597733497619629
Cottonwood Fire,Merced,2020-07-27,2020-07-27 09:28:40+00:00,,37.083806,-121.101634,788.0,,87.1,59.0,71.5,51.2,0.0,17.4,21.6,312.96,9.2,50.87,488.9,28.2,-2.0500001907348637,1973.0,188,8.600056648254395
Holland Fire ,Contra Costa,2020-07-20,2020-07-20 18:04:37+00:00,2020-07-20 11:20:00+00:00,37.977309,-121.620238,75.0,-0.2809837962962963,82.7,59.3,69.5,53.8,0.0,14.4,23.0,285.63,19.1,59.93,339.8,24.5,-4.079999923706055,6671.0,1,1.1764721870422363
Ione Fire ,Sacramento,2020-07-26,2020-07-26 12:57:35+00:00,2020-07-26 11:26:00+00:00,38.420382,-121.044895,51.0,-0.06359953703703704,94.7,63.9,78.0,50.9,0.0,11.4,26.4,209.25,0.3,41.66,310.7,26.8,-3.010000228881836,2540.0,57,0.0
Border 11 Fire,San Diego,2020-07-28,2020-07-28 07:49:02+00:00,,32.62212,-116.77048,100.0,,73.8,63.2,67.6,59.8,0.0,11.7,17.2,285.71,57.3,76.65,487.5,28.1,3.309999465942383,3684.0,440,8.492059707641602
Flat Fire,Trinity,2020-06-30,2020-06-30 17:40:16+00:00,2020-07-24 15:25:00+00:00,40.791509,-123.437051,62.0,23.906064814814815,65.5,52.5,58.0,50.4,0.0,21.3,28.9,268.25,51.6,76.25,515.7,29.7,-2.6700000762939453,6614.0,338,21.33711624145508
Ridge Fire,Los Angeles,2020-07-27,2020-07-27 17:19:21+00:00,2020-07-30 19:43:00+00:00,34.75844,-118.72004,321.0,3.0997569444444446,91.4,69.2,79.6,41.2,0.0,18.5,25.6,247.42,0.0,27.1,485.4,29.7,0.5699996948242188,3874.0,1115,26.866668701171875
Rabbit Fire,Riverside,2020-07-30,2020-07-30 14:40:11+00:00,2020-07-31 09:03:00+00:00,33.934137,-117.034461,104.0,0.7658449074074074,102.2,61.8,81.9,50.3,0.0,14.3,18.3,255.04,0.0,40.08,502.9,27.2,2.8500003814697266,3159.0,710,4.988451480865479
Brook Fire,San Bernardino,2020-07-29,2020-07-29 17:24:17+00:00,2020-08-01 07:07:00+00:00,34.25143,-117.45479,185.0,2.5713310185185185,94.1,62.3,76.6,55.7,0.0,13.9,20.8,181.63,0.3,52.02,516.6,29.8,2.6599998474121094,3318.0,747,0.9274099469184875
Karen Fire,Riverside,2020-07-25,2020-07-25 18:16:54+00:00,2020-07-28 07:21:00+00:00,34.028116,-117.429598,250.0,2.544513888888889,91.7,60.5,73.2,56.1,0.0,16.9,25.3,244.54,4.5,59.54,462.4,26.6,1.6200008392333984,4216.0,315,2.9963648319244385
Sheep Fire,Kern,2020-07-30,2020-07-30 16:14:47+00:00,2020-07-31 08:56:00+00:00,35.14357,-118.7933,233.0,0.6952893518518518,95.5,61.8,80.1,42.3,0.0,16.5,24.2,238.58,0.0,30.09,453.1,24.5,1.1900005340576172,2008.0,258,3.0020248889923096
Sophia Fire,El Dorado,2020-08-02,2020-08-02 09:12:41+00:00,2020-08-02 09:11:00+00:00,38.686478,-121.103299,36.0,-0.0011689814814814816,93.1,66.2,79.5,43.6,0.0,8.5,,167.25,2.6,29.76,480.9,26.0,-2.939999580383301,4389.0,132,1.5069944858551023
Lincoln Fire,Humboldt,2020-07-27,2020-07-27 18:50:25+00:00,2020-07-31 09:44:00+00:00,40.78804,-124.19954,25.0,3.6205439814814815,56.0,49.9,51.7,51.3,0.0,15.6,17.9,241.09,70.8,97.6,284.5,22.5,-0.6400003433227539,3902.0,-4,2.617872476577759
Water Fire,Riverside,2020-08-02,2020-08-02 15:11:20+00:00,2020-08-04 15:12:00+00:00,33.924086,-116.641846,52.0,2.000462962962963,107.7,78.6,92.9,46.6,0.0,16.4,29.6,230.15,0.0,22.76,448.8,27.5,1.8500003814697263,1468.0,410,1.4521411657333374
Easton Fire,San Bernardino,2020-07-20,2020-07-20 19:10:36+00:00,2020-07-21 16:01:00+00:00,34.135626,-117.192142,71.0,0.8683333333333333,87.9,55.4,72.6,46.4,0.0,11.8,19.7,227.21,0.0,42.17,494.8,28.5,1.0699996948242188,2752.0,451,2.166127920150757
Sites Fire ,Colusa,2020-08-02,2020-08-02 17:13:36+00:00,2020-08-05 07:16:00+00:00,39.31313,-122.48525,560.0,2.585,95.9,63.2,79.8,48.8,0.0,12.8,23.0,145.67,0.7,36.54,522.7,28.2,-4.539999961853027,3351.0,374,3.667915582656861
Fort Fire,Kern,2020-08-06,2020-08-06 08:24:00+00:00,2020-08-07 07:18:00+00:00,34.93929,-118.92967,277.0,0.9541666666666667,81.4,58.7,70.3,46.9,0.0,16.6,27.7,316.83,0.0,44.83,516.6,29.8,0.6000003814697266,2233.0,475,4.762479305267334
Soda Fire,Kern,2020-08-12,2020-08-12 11:43:49+00:00,2020-08-12 16:22:00+00:00,34.962524,-119.444977,424.0,0.19318287037037038,89.9,63.2,74.5,52.8,0.0,11.2,,184.21,16.3,48.42,418.7,22.6,0.8100004196166992,2473.0,885,4.880430221557617
Iris Fire,Mono,2020-07-21,2020-07-21 19:26:58+00:00,2020-08-12 16:37:00+00:00,37.518879,-118.711135,120.0,21.88196759259259,90.2,48.5,71.1,31.3,0.0,22.1,32.3,265.0,9.3,26.9,441.7,25.4,-1.979999542236328,4278.0,2564,3.962028741836548
R-1 Fire,Lassen,2020-08-11,2020-08-11 07:37:23+00:00,2020-08-12 16:46:00+00:00,40.590714,-120.549595,285.0,1.3809837962962963,93.3,59.1,75.5,46.3,0.0,19.7,,195.26,2.5,39.06,294.4,18.0,-1.4300003051757812,2028.0,1959,9.040440559387209
Mina Fire,Mendocino,2020-08-10,2020-08-10 18:31:57+00:00,2020-08-12 19:15:00+00:00,39.82454,-123.262437,177.0,2.0298958333333332,104.0,63.0,80.8,49.5,0.0,13.9,21.9,109.5,0.0,38.21,393.7,21.3,-3.560000419616699,5303.0,434,6.291369438171387
Rowher Fire,Los Angeles,2020-07-01,2020-07-01 16:43:16+00:00,2020-07-05 10:43:00+00:00,34.542742,-118.324601,648.0,3.749814814814815,86.5,61.9,75.6,41.3,0.0,22.3,34.4,219.04,10.7,30.81,456.2,29.6,1.8700008392333984,3684.0,877,1.4584922790527344
Peak Fire,Ventura,2018-11-12,2018-11-12 10:06:00+00:00,2019-01-04 08:46:00+00:00,34.26734825,-118.64381589,186.0,52.94444444444444,77.5,56.9,66.3,4.0,0.0,18.6,35.7,179.46,0.0,8.69,349.9,15.1,-2.729999542236328,2600.0,437,5.547544956207275
Quail Fire,Solano,2020-06-06,2020-06-06 16:36:26+00:00,2020-06-10 07:48:00+00:00,38.470809,-122.038208,1837.0,3.6330324074074074,77.6,54.8,65.3,42.8,0.0,19.1,34.4,244.88,0.8,46.52,420.0,27.2,-3.640000343322754,3924.0,80,11.05355453491211
Sperry Fire,Stanislaus,2020-06-08,2020-06-08 13:55:53+00:00,2020-06-08 18:42:00+00:00,37.463636,-121.16483,80.0,0.19869212962962962,82.5,54.8,69.1,36.5,0.0,21.7,29.8,314.75,0.0,34.97,518.5,31.7,-2.8000001907348637,1686.0,45,1.854334115982056
Sierra Fire,Riverside,2020-06-08,2020-06-08 17:46:04+00:00,2020-06-09 18:45:00+00:00,33.82925,-117.46036,100.0,1.040925925925926,86.9,53.0,71.6,24.8,0.0,18.3,31.7,78.83,4.6,27.23,510.8,31.3,6.129999160766602,3134.0,418,5.547544956207275
Badger Fire,Siskiyou,2020-07-18,2020-07-18 17:18:20+00:00,2020-07-28 18:21:00+00:00,41.79319,-122.69296,557.0,10.04351851851852,98.4,59.7,79.4,48.2,0.0,19.4,21.9,117.25,1.0,36.07,458.6,28.1,-3.369999885559082,5589.0,740,2.232379913330078
Beale Fire,Yuba,2020-08-02,2020-08-02 22:24:59+00:00,2020-08-03 07:22:00+00:00,39.11307,-121.38178,600.0,0.37292824074074077,97.4,61.2,79.2,51.7,0.0,11.2,,203.58,0.0,41.58,539.2,31.1,-3.75,2981.0,39,4.770427227020264
North Fire,Lassen,2020-08-02,2020-08-02 16:51:26+00:00,2020-08-10 11:27:00+00:00,40.36764,-120.44811,6882.0,7.774699074074074,91.5,51.9,74.5,33.4,0.0,17.2,,283.33,0.0,26.37,447.0,27.4,1.4400005340576172,2766.0,1253,3.05789852142334
Carrizo Fire,San Luis Obispo,2020-08-12,2020-08-12 19:12:15+00:00,2020-08-12 11:44:00+00:00,35.308259,-119.987565,183.0,-0.3112847222222222,81.9,55.2,66.0,52.5,0.0,12.8,23.0,265.54,26.3,66.03,544.6,29.4,-0.6700000762939453,2130.0,597,1.466649293899536
Johnson Fire ,Riverside,2019-10-14,2019-10-14 15:32:20+00:00,2019-10-16 11:53:00+00:00,33.45148,-116.05898,75.0,1.8476851851851852,89.7,57.1,73.3,40.9,0.0,9.3,41.4,279.21,0.0,35.66,230.9,16.6,0.5500001907348633,2881.0,-61,1.854334115982056
Duluth Fire,Placer,2020-08-10,2020-08-10 18:58:13+00:00,2020-08-11 14:25:00+00:00,38.81111,-121.318472,65.0,0.8102662037037037,98.1,68.1,82.4,53.5,0.0,13.5,,170.71,1.7,38.13,542.0,29.3,-2.09000015258789,2159.0,34,2.7802884578704834
Meiss Fire,Sacramento,2020-08-13,2020-08-13 17:01:18+00:00,2020-08-14 07:16:00+00:00,38.474502,-121.172572,512.0,0.5935416666666666,100.9,64.9,82.7,48.2,0.0,10.1,20.8,178.33,15.2,33.52,225.2,19.5,-3.4200000762939453,2302.0,42,1.854334115982056
Clark Fire,Butte,2020-08-14,2020-08-14 17:55:25+00:00,2020-08-14 19:23:00+00:00,39.647686,-121.633994,110.0,0.060821759259259256,106.0,71.3,88.9,51.3,0.0,9.2,,231.33,4.3,29.92,480.3,41.5,-2.8500003814697266,2434.0,97,4.055197238922119
3-2 Fire,San Luis Obispo,2020-08-16,2020-08-16 07:56:39+00:00,2020-08-17 19:23:00+00:00,35.519723,-120.801074,20.0,1.4766319444444445,104.2,67.0,83.3,56.4,0.0,15.3,24.2,198.42,0.1,43.24,424.8,22.9,-0.9600000381469728,5776.0,340,4.548587799072266
Elk Fire,Glenn,2020-08-16,2020-08-16 10:14:46+00:00,2020-08-17 21:01:00+00:00,39.52452,-122.427358,727.0,1.448773148148148,101.3,77.6,88.9,57.3,0.0,11.0,21.9,136.0,9.3,35.36,246.9,13.3,-3.979999542236328,3053.0,271,17.800912857055664
Hog Fire,Lassen,2020-07-18,2020-07-18 17:28:18+00:00,2020-08-17 21:07:00+00:00,40.420886,-120.86375,9564.0,30.151875,96.9,55.5,78.3,41.8,0.0,13.9,,241.11,0.0,33.04,498.1,30.5,-2.3299999237060547,5749.0,1675,0.9274099469184875
Stagecoach Fire,Kern,2020-08-03,2020-08-03 17:33:03+00:00,2020-08-18 17:50:00+00:00,35.43044,-118.53361,7760.0,15.011770833333333,91.0,67.1,79.6,34.3,0.0,19.8,33.3,296.04,0.1,20.55,441.1,28.6,1.0900001525878906,2801.0,1058,4.396265506744385
Murphy Fire,El Dorado,2020-08-17,2020-08-17 20:06:44+00:00,2020-08-19 18:50:00+00:00,38.840068,-120.876546,14.0,1.946712962962963,99.5,82.6,89.4,51.0,0.0,13.0,25.1,203.33,4.6,27.26,343.3,19.8,-1.4099998474121094,4871.0,540,8.327689170837402
Flint Fire,Calaveras,2020-08-19,2020-08-19 16:44:58+00:00,2020-08-19 20:16:00+00:00,38.03106,-120.85258,55.0,0.14655092592592592,100.4,75.9,87.1,46.7,0.0,14.3,,276.83,48.9,27.46,79.9,6.9,-1.5900001525878906,2499.0,117,3.886373043060303
Granite Fire,Calaveras,2021-05-08,2021-05-08 15:02:45+00:00,2021-05-08 21:35:49+00:00,38.03106,-120.85258,118.0,0.27296296296296296,83.7,53.2,68.5,33.1,0.0,15.9,29.8,322.46,0.0,30.55,133.5,11.5,-3.890000343322754,4597.0,117,3.886373043060303
4-8 Fire,Glenn,2020-08-17,2020-08-17 14:16:58+00:00,2020-08-19 21:08:00+00:00,39.555943,-122.5012461,275.0,2.285439814814815,90.2,75.7,83.0,60.7,0.02,10.6,21.9,245.67,11.3,47.62,107.5,5.8,-4.229999542236328,3330.0,446,21.401195526123047
Volcano Fire,San Diego,2020-08-20,2020-08-20 16:18:49+00:00,2020-08-22 21:17:00+00:00,33.454896,-117.328234,45.0,2.2070717592592595,93.2,70.0,78.3,65.9,0.0,11.8,18.5,140.04,20.9,68.45,453.2,26.1,2.299999237060547,4108.0,157,16.245059967041016
Post Fire,Los Angeles,2020-08-02,2020-08-02 20:49:07+00:00,2020-08-04 14:34:00+00:00,34.04447,-118.21608,120.0,1.7395023148148148,83.5,66.3,72.8,62.6,0.0,6.0,,193.33,11.4,71.39,529.9,28.6,0.5299997329711914,1771.0,87,3.869253635406494
Elsmere Fire,Los Angeles,2020-08-03,2020-08-03 15:45:29+00:00,2020-08-06 13:32:00+00:00,34.3428,-118.49731,200.0,2.907303240740741,89.6,65.9,76.8,59.2,0.0,12.2,25.3,150.54,5.5,58.28,529.9,28.6,1.7900009155273438,3545.0,644,9.456317901611328
Hills Fire,Fresno,2020-08-15,2020-08-15 17:00:46+00:00,,36.09876,-120.427342,2121.0,,102.5,69.0,85.6,58.3,0.01,10.7,16.1,241.67,21.4,42.03,243.7,13.2,-1.130000114440918,2051.0,341,23.09103775024414
Perry Fire,Placer,2020-08-26,2020-08-26 13:37:15+00:00,,38.8825,-121.10411,9.0,,89.9,70.7,79.6,54.4,0.0,8.6,16.1,156.54,0.4,43.11,413.3,20.8,-1.5299997329711914,4888.0,308,4.400673389434815
Loyalton Fire,Sierra,2020-08-14,2020-08-14 18:52:58+00:00,2020-08-26 06:54:00+00:00,39.702438,-120.143473,47029.0,11.500717592592592,91.1,57.8,74.0,41.2,0.02,11.4,34.4,226.71,21.0,33.11,292.7,16.9,-1.979999542236328,5492.0,2444,4.057732582092285
Johnson Fire ,Los Angeles,2020-08-28,2020-08-28 16:21:25+00:00,2020-08-30 19:27:00+00:00,34.65979,-118.36411,290.0,2.128877314814815,97.3,59.1,80.2,34.1,0.0,17.3,25.5,241.35,0.0,23.22,498.9,26.9,1.729999542236328,3144.0,1064,8.363324165344238
Catholic Fire,Lake,2020-09-01,2020-09-01 17:34:38+00:00,2020-09-02 07:18:00+00:00,39.012743,-122.637037,13.0,0.5717824074074074,79.6,56.6,65.8,54.3,0.0,8.4,18.3,150.92,70.2,68.2,373.1,20.1,-3.680000305175781,4612.0,498,21.05645751953125
River Fire,Monterey,2020-08-16,2020-08-16 14:56:54+00:00,,36.60239,-121.62161,48088.0,,95.0,69.8,78.2,59.2,0.0,15.7,33.4,249.0,5.6,54.07,406.3,21.9,-1.3500003814697266,4726.0,15,0.9274099469184875
Beach Fire ,Mono,2020-08-17,2020-08-17 12:31:38+00:00,2020-08-28 20:22:00+00:00,37.919382,-119.010655,,11.326643518518518,87.9,54.7,70.7,41.2,0.01,17.8,28.5,220.88,10.8,36.97,198.4,14.3,-2.439999580383301,2330.0,2032,5.105480670928955
Coyote Fire,Santa Clara,2020-08-21,2020-08-21 14:36:08+00:00,2020-08-26 17:00:00+00:00,37.18725,-121.68465,143.0,5.099907407407407,89.2,60.5,71.6,57.6,0.0,15.1,26.4,226.21,31.4,64.03,439.6,22.2,-1.380000114440918,2158.0,127,5.081967353820801
Sheep Fire ,Plumas,2020-08-22,2020-08-22 22:02:57+00:00,2020-09-09 09:00:00+00:00,40.274,-120.757,29570.0,17.45628472222222,91.5,50.1,70.5,33.5,0.0,12.8,,228.13,4.2,31.93,381.5,20.6,-1.760000228881836,4735.0,1622,9.203133583068848
Sperry Fire,Stanislaus,2020-09-08,2020-09-08 22:27:00+00:00,2020-09-09 07:27:00+00:00,37.46377,-121.18018,45.0,0.375,95.9,75.1,84.1,41.3,0.0,21.0,31.8,263.25,66.9,24.85,335.4,16.9,-2.4200000762939453,2001.0,76,9.95594310760498
W-5 Cold Springs,Lassen,2020-08-23,2020-08-23 08:24:24+00:00,2020-09-16 11:18:00+00:00,41.028611,-120.281389,,24.120555555555555,91.2,47.3,70.3,32.7,0.0,14.0,20.8,184.26,15.2,30.2,407.5,22.0,-2.060000419616699,2745.0,1898,8.97088623046875
