Latitude,Longitude,Date,PDSI
40.593,-120.581,2019-08-28,2.3400001525878906
40.562,-120.544,2019-08-24,2.510000228881836
40.886677,-120.336977,2019-08-07,4.040000915527344
37.968494,-121.678172,2019-08-07,2.6800003051757812
34.677864,-118.752395,2019-08-03,1.510000228881836
32.575556,-117.026667,2019-08-01,1.4599990844726562
36.008889,-121.466944,2019-07-30,1.1399993896484375
34.665699,-119.94974,2019-07-28,1.1800003051757812
41.79591,-121.260305,2019-07-28,1.6900005340576172
41.909,-120.306,2019-07-17,1.8500003814697266
40.072739,-120.158273,2019-07-14,3.2900009155273438
39.631945,-119.769881,2019-07-13,2.1599998474121094
33.703546,-117.033598,2019-09-30,1.1700000762939453
38.538467,-120.965105,2019-09-29,1.489999771118164
36.154184,-120.634179,2019-09-30,-0.039999961853027344
32.787656,-116.806941,2019-09-24,2.0400009155273438
39.622137,-121.693472,2019-09-28,1.9400005340576172
41.749667,-123.000833,2019-09-15,-1.130000114440918
40.715556,-122.241944,2019-08-22,1.5200004577636719
37.536069,-120.177018,2019-08-16,1.8400001525878906
40.900458,-121.320838,2019-08-07,2.520000457763672
34.202883,-116.4449,2019-08-03,3.0900001525878906
39.831762,-123.846013,2019-07-27,2.270000457763672
41.838,-122.845,2019-07-27,-1.5900001525878906
41.834366,-122.656569,2019-07-27,-1.7799997329711914
38.07944444,-122.25611111,2019-09-26,2.229999542236328
37.429506,-121.336465,2019-10-03,1.9699993133544922
39.613783,-123.458782,2019-10-04,1.6200008392333984
37.066483,-121.219163,2019-10-07,1.3500003814697266
40.314187,-122.070055,2019-10-07,1.3500003814697266
39.847708,-122.160416,2019-10-09,2.25
39.847708,-122.1604,2019-10-09,2.25
37.606,-121.853,2019-10-08,1.6900005340576172
38.165873,-122.211671,2019-10-06,2.049999237060547
33.827979,-117.499619,2019-10-10,1.6299991607666016
40.4988,-122.19911,2019-10-10,1.8600006103515625
35.79069,-120.73102,2019-10-09,0.9700002670288086
35.709176,-120.312856,2019-10-11,1.1499996185302734
37.828267,-122.103867,2019-10-10,1.739999771118164
33.8615,-116.897333,2019-10-10,1.3199996948242188
33.975405,-117.207068,2019-10-10,1.0699996948242188
34.23955,-119.20187,2019-10-11,1.4799995422363281
34.156389,-118.950833,2019-10-10,-0.05000019073486328
38.045866,-122.245186,2019-10-15,1.6000003814697266
32.762706,-117.097441,2019-10-15,2.0799999237060547
40.387772,-120.304341,2019-10-13,4.799999237060547
36.319291,-120.460189,2019-10-18,-0.06000041961669922
34.484722,-120.190833,2019-10-17,0.7399997711181641
37.604638,-119.96606,2019-10-06,1.1700000762939453
34.033117,-117.21545,2019-10-21,1.1399993896484375
40.061389,-120.680556,2019-09-04,1.0499992370605469
33.635,-116.801111,2019-09-15,1.6499996185302734
41.4929742,-123.2129356,2019-09-07,1.2000007629394531
37.826,-118.872,2019-09-06,1.4400005340576172
41.862237,-122.662258,2019-09-07,-0.9099998474121094
35.214364,-120.455883,2019-09-21,1.260000228881836
35.189783,-120.1755,2019-10-01,1.5699996948242188
39.551423,-121.800538,2019-10-24,1.7199993133544922
39.32198,-121.4021,2017-10-08,1.7700004577636719
38.60895,-122.62879,2017-10-08,1.4500007629394531
37.75375,-121.57918,2018-05-30,-2.260000228881836
40.18395,-122.27574,2018-06-23,-3.310000419616699
35.05747,-120.39295,2018-06-21,-2.1800003051757812
37.95766,-120.68902,2018-06-24,-1.390000343322754
41.893332,-122.534655,2018-07-05,-3.5299997329711914
34.463889,-119.831389,2018-07-06,-2.609999656677246
32.833674,-116.7311,2018-07-06,-3.4200000762939453
39.06715,-122.59789,2018-07-09,-2.239999771118164
38.91152,-122.86854,2018-07-21,-1.5799999237060547
37.89612,-121.85847,2018-07-25,-1.6899995803833008
38.51943,-122.18353,2018-07-28,-3.1599998474121094
38.82128,-121.03918,2018-08-01,-0.7200002670288086
37.69965,-120.0545,2018-08-04,-0.6899995803833008
33.69888,-117.52055,2018-08-06,-3.270000457763672
40.9425,-122.43,2018-09-05,-3.4099998474121094
38.7448,-120.65672,2018-09-20,-1.5399999618530273
37.166674,-122.361112,2019-10-24,1.3999996185302734
37.62782,-121.68598,2019-10-24,1.25
33.259861,-117.027333,2019-10-25,1.5400009155273438
37.99136,-121.64118,2019-10-27,1.8600006103515625
37.97911,-122.11092,2019-10-27,1.2199993133544922
38.07205,-122.22463,2019-10-27,1.2800006866455078
38.03545,-122.2241,2019-10-27,0.9300003051757812
33.055124,-116.742508,2019-10-25,1.2000007629394531
34.472778,-118.368056,2019-10-24,-0.5500001907348633
32.564583,-116.834583,2019-10-31,1.5900001525878906
38.724,-120.145,2019-10-11,-0.020000457763671875
34.183624,-117.274276,2019-10-24,-0.7299995422363281
33.9925,-117.059167,2019-10-10,2.25
39.22431,-123.12887,2019-10-27,1.010000228881836
33.849906,-117.461363,2019-11-01,1.0499992370605469
34.32988,-118.48161,2019-10-10,2.229999542236328
34.055768,-118.554091,2019-10-21,-0.05000019073486328
34.098191,-118.478717,2019-10-28,-0.5500001907348633
34.183,-117.285,2019-10-31,-0.8199996948242188
39.100408,-122.496548,2019-11-05,2.229999542236328
33.351145,-117.403719,2019-10-22,1.7700004577636719
37.896231,-122.636471,2019-10-24,0.9099998474121094
38.734634,-121.729691,2019-11-25,1.5900001525878906
41.70611111,-123.4375,2019-10-04,1.3999996185302734
36.284,-118.228,2019-09-06,1.5400009155273438
37.034,-118.345,2019-09-06,2.5400009155273438
38.88913,-122.604425,2019-10-17,1.3400001525878906
40.109,-122.789,2019-09-05,1.0599994659423828
40.511092,-123.6378411,2020-02-15,-0.9399995803833008
40.33583333,-122.84722222,2020-02-23,-2.2799997329711914
39.6923001,-120.3291855,2020-02-17,-1.260000228881836
40.62155,-120.49392,2020-02-23,2.030000686645508
34.302212,-118.997115,2019-10-31,-0.07999992370605469
38.792458,-122.780053,2019-10-23,-0.13000011444091797
39.774968,-122.384532,2020-03-02,-2.1999998092651367
33.96957,-117.51793,2020-03-03,-0.15999984741210938
33.65263,-117.40906,2020-03-06,0.8599996566772461
39.75638899,-122.94111111,2020-02-25,-2.3199996948242188
39.45493,-121.12381,2020-03-03,0.8999996185302734
32.93432,-115.5865,2020-04-04,6.629999160766602
40.09554,-122.43905,2020-04-23,-2.9200000762939453
37.82066,-121.595225,2020-04-27,-2.1599998474121094
40.63442,-122.97693,2020-04-25,-2.9600000381469727
36.075003,-120.106407,2020-05-03,-0.8199996948242188
34.47438,-120.29379,2020-05-07,1.1800003051757812
33.861054,-117.024114,2020-05-18,3.059999465942383
37.11715,-119.982359,2020-05-21,-2.130000114440918
38.697834,-122.403634,2020-05-22,-3.5500001907348633
35.34237,-120.70524,2020-05-27,-0.9700002670288086
33.83167,-117.34934,2020-05-28,3.6299991607666016
35.9994,-86.8616,2020-05-30,2.7900009155273438
37.11806,-119.93221,2020-06-01,-2.060000419616699
34.01389,-119.74577,2020-05-31,-0.9499998092651367
39.1296,-123.48018,2020-06-01,-3.260000228881836
40.809323,-120.288882,2020-06-02,2.020000457763672
37.329163,-121.726223,2020-06-04,-1.619999885559082
38.98487,-121.340239,2020-06-05,-3.9499998092651367
38.224849,-122.549816,2020-06-05,-3.4600000381469727
37.229703,-121.851895,2020-06-04,-2.0
37.994368,-122.002811,2020-06-06,-3.3400001525878906
36.2644,-121.0781,2020-06-07,-1.1800003051757812
38.216134,-122.536406,2020-06-06,-3.310000419616699
33.78275,-116.89655,2020-06-08,1.8400001525878906
35.94979,-120.81509,2020-06-08,-1.0900001525878906
33.638067,-117.37581,2020-06-08,5.6100006103515625
37.61955,-120.215454,2020-06-07,-1.1499996185302734
40.837885,-122.097933,2020-06-04,-0.8999996185302734
38.232281,-122.042199,2020-06-03,-3.5299997329711914
38.196893,-122.156313,2020-06-05,-3.7799997329711914
38.827755,-120.988571,2020-06-09,-1.5299997329711914
38.89695,-123.21318,2020-06-09,-3.4300003051757812
38.733421,-121.378879,2020-06-11,-2.5500001907348633
32.580882,-116.690712,2020-06-11,3.549999237060547
39.14783,-80.49163,2020-06-13,1.4099998474121094
32.73044,-116.7862,2020-06-11,3.780000686645508
37.40827,-120.08522,2020-06-13,-1.8999996185302734
34.63309,-120.28867,2020-06-14,0.6400003433227539
38.520981,-121.201927,2020-06-12,-3.4499998092651367
33.776033,-117.461925,2020-06-13,5.010000228881836
33.782532,-116.524014,2020-06-02,6.079999923706055
34.46182,-118.77347,2020-06-10,0.9499998092651367
35.40953,-120.56823,2020-06-16,0.9899997711181641
40.000132,-122.205628,2020-06-17,-3.8400001525878906
39.52408,-121.60037,2020-06-17,-3.390000343322754
38.23432,-121.20828,2020-06-17,-4.550000190734863
38.89178,-121.33956,2020-06-18,-3.3400001525878906
35.27678,-118.6894,2020-06-17,1.0400009155273438
39.36894,-121.53976,2020-06-20,-4.210000038146973
41.5017,-120.54161,2020-06-20,-2.060000419616699
36.69845,-121.57407,2020-06-21,-2.119999885559082
39.37577,-121.45372,2020-06-18,-2.979999542236328
35.62906,-120.68326,2020-06-22,-1.619999885559082
35.9497,-121.42113,2020-06-17,1.260000228881836
33.37579,-117.47166,2020-06-09,4.690000534057617
35.90835,-121.08753,2020-06-21,-0.8000001907348633
36.97511,-119.33439,2020-06-23,-2.3299999237060547
37.46265,-121.18355,2020-06-25,-2.8199996948242188
33.565093,-116.750925,2020-06-26,3.6800003051757812
33.27665,-115.96594,2020-06-24,3.6499996185302734
35.30742,-119.88048,2020-06-25,-0.5500001907348633
41.0336731,-121.2199939,2020-06-29,-2.119999885559082
40.43203,-120.28147,2020-06-23,-1.7100000381469727
40.44793,-120.04635,2020-06-24,-1.9300003051757812
37.06641,-121.21912,2020-06-28,-1.6599998474121094
35.69993,-120.96759,2020-06-28,-1.2899999618530273
38.22554,-119.00289,2020-06-26,-2.6999998092651367
39.3784,-121.4319,2020-06-30,-2.9700002670288086
37.091637,-121.086625,2020-07-05,-2.2899999618530273
37.536015,-121.876277,2020-07-04,-2.9300003051757812
34.182436,-117.124353,2020-07-03,1.5900001525878906
37.71984,-121.53524,2020-07-06,-3.1599998474121094
38.08264,-120.20316,2020-06-21,-1.3299999237060547
39.32596,-119.81098,2020-06-27,-2.7200002670288086
36.750186,-119.116536,2020-07-05,-1.630000114440918
38.02996,-122.25471,2020-07-06,-3.7100000381469727
38.58488,-120.941267,2020-07-07,-2.010000228881836
36.82276,-119.36572,2020-06-12,-2.810000419616699
33.551838,-116.7464168,2020-07-09,3.450000762939453
37.37731,-121.79349,2020-07-11,-3.010000228881836
35.393889,-120.053275,2020-07-03,-0.6099996566772461
34.467915,-118.328877,2020-07-05,2.1599998474121094
33.623968,-117.108421,2020-07-13,4.25
37.1487,-119.50307,2020-07-11,-2.7100000381469727
39.43227,-121.37994,2020-07-13,-2.010000228881836
39.10112,-121.33589,2020-07-15,-3.5299997329711914
33.48429,-116.83552,2020-07-13,3.6200008392333984
37.42319,-119.95807,2020-07-15,-1.6599998474121094
37.64044,-121.59374,2020-07-16,-3.229999542236328
34.39464,-116.97557,2020-07-17,2.9599990844726562
37.118075,-119.932391,2020-07-20,-1.869999885559082
39.506597,-121.604579,2020-07-20,-3.260000228881836
35.17977,-120.69959,2020-06-15,-1.239999771118164
36.37085,-118.845123,2020-06-18,-0.9099998474121094
39.42208,-121.47273,2020-05-08,-3.0
36.5537,-119.19677,2020-06-22,-2.510000228881836
35.89133,-118.8613,2020-06-19,1.3299999237060547
39.013591,-122.359663,2020-07-24,-3.760000228881836
33.93327,-117.033124,2020-07-24,2.940000534057617
36.09493,-120.52193,2020-07-13,-2.229999542236328
38.21614,-122.12447,2020-07-06,-3.770000457763672
39.35498,-122.65813,2020-07-07,-3.7799997329711914
37.083806,-121.101634,2020-07-27,-2.0500001907348633
37.977309,-121.620238,2020-07-20,-4.079999923706055
38.420382,-121.044895,2020-07-26,-3.010000228881836
32.62212,-116.77048,2020-07-28,3.309999465942383
40.791509,-123.437051,2020-06-30,-2.6700000762939453
34.75844,-118.72004,2020-07-27,0.5699996948242188
33.934137,-117.034461,2020-07-30,2.8500003814697266
34.25143,-117.45479,2020-07-29,2.6599998474121094
34.028116,-117.429598,2020-07-25,1.6200008392333984
35.14357,-118.7933,2020-07-30,1.1900005340576172
38.686478,-121.103299,2020-08-02,-2.939999580383301
40.78804,-124.19954,2020-07-27,-0.6400003433227539
33.924086,-116.641846,2020-08-02,1.8500003814697266
34.135626,-117.192142,2020-07-20,1.0699996948242188
39.31313,-122.48525,2020-08-02,-4.539999961853027
34.93929,-118.92967,2020-08-06,0.6000003814697266
34.962524,-119.444977,2020-08-12,0.8100004196166992
37.518879,-118.711135,2020-07-21,-1.9799995422363281
40.590714,-120.549595,2020-08-11,-1.4300003051757812
39.82454,-123.262437,2020-08-10,-3.560000419616699
34.542742,-118.324601,2020-07-01,1.8700008392333984
34.26734825,-118.64381589,2018-11-12,-2.729999542236328
38.470809,-122.038208,2020-06-06,-3.640000343322754
37.463636,-121.16483,2020-06-08,-2.8000001907348633
33.82925,-117.46036,2020-06-08,6.129999160766602
41.79319,-122.69296,2020-07-18,-3.369999885559082
39.11307,-121.38178,2020-08-02,-3.75
40.36764,-120.44811,2020-08-02,1.4400005340576172
35.308259,-119.987565,2020-08-12,-0.6700000762939453
33.45148,-116.05898,2019-10-14,0.5500001907348633
38.81111,-121.318472,2020-08-10,-2.0900001525878906
38.474502,-121.172572,2020-08-13,-3.4200000762939453
39.647686,-121.633994,2020-08-14,-2.8500003814697266
35.519723,-120.801074,2020-08-16,-0.9600000381469727
39.52452,-122.427358,2020-08-16,-3.979999542236328
40.420886,-120.86375,2020-07-18,-2.3299999237060547
35.43044,-118.53361,2020-08-03,1.0900001525878906
38.840068,-120.876546,2020-08-17,-1.4099998474121094
38.03106,-120.85258,2020-08-19,-1.5900001525878906
39.555943,-122.5012461,2020-08-17,-4.229999542236328
33.454896,-117.328234,2020-08-20,2.299999237060547
34.04447,-118.21608,2020-08-02,0.5299997329711914
34.3428,-118.49731,2020-08-03,1.7900009155273438
36.09876,-120.427342,2020-08-15,-1.130000114440918
38.8825,-121.10411,2020-08-26,-1.5299997329711914
39.702438,-120.143473,2020-08-14,-1.9799995422363281
34.65979,-118.36411,2020-08-28,1.7299995422363281
39.012743,-122.637037,2020-09-01,-3.6800003051757812
36.60239,-121.62161,2020-08-16,-1.3500003814697266
37.919382,-119.010655,2020-08-17,-2.439999580383301
37.18725,-121.68465,2020-08-21,-1.380000114440918
40.274,-120.757,2020-08-22,-1.760000228881836
37.46377,-121.18018,2020-09-08,-2.4200000762939453
41.028611,-120.281389,2020-08-23,-2.060000419616699
40.82126,-123.12461,2020-09-01,-2.3299999237060547
41.68229,-122.84057,2020-09-09,-3.260000228881836
34.773809,-120.491594,2020-09-16,-1.0900001525878906
32.765615,-116.692705,2020-09-05,2.25
34.679,-118.452,2020-08-12,1.1499996185302734
38.464074,-121.039236,2020-10-03,-2.060000419616699
38.49375,-121.003602,2020-09-30,-2.0
41.575549,-123.021635,2020-09-11,-3.140000343322754
38.018089,-122.836701,2020-08-18,-3.7799997329711914
41.211022,-122.847359,2020-09-16,-2.630000114440918
38.424016,-121.006635,2020-10-04,-2.239999771118164
37.821737,-122.104314,2020-10-11,-2.4600000381469727
37.98337,-120.64541,2020-10-13,-1.3199996948242188
39.4935,-123.3965,2020-09-07,-2.890000343322754
40.53927,-122.56656,2020-09-27,-2.489999771118164
34.014728,-117.138078,2020-10-15,0.9600000381469727
34.563,-118.4,2020-09-28,0.9099998474121094
38.659387,-120.964726,2020-10-18,-1.8199996948242188
39.51694,-121.54475,2020-10-22,-2.810000419616699
40.55823,-123.88658,2020-10-23,-1.4099998474121094
40.47646,-122.18102,2020-10-25,-2.1700000762939453
40.38869,-122.39033,2020-10-25,-2.2899999618530273
34.03343,-117.51476,2020-11-01,0.6000003814697266
38.56184,-122.37828,2020-10-23,-3.060000419616699
38.99,-120.394,2020-09-08,-1.5399999618530273
39.009454,-120.488892,2020-10-26,-2.810000419616699
37.135474,-119.027309,2020-09-12,-1.7100000381469727
34.160265,-117.910498,2020-08-13,0.9899997711181641
40.773,-120.536,2020-08-26,-1.0399999618530273
35.4335197,-120.1243296,2020-08-25,-0.5399999618530273
39.276,-123.013667,2020-08-18,-3.3000001907348633
34.438759,-118.758965,2020-08-17,-0.010000228881835938
36.90933,-119.2439,2020-08-04,-2.75
34.51853,-118.59699,2020-08-01,0.619999885559082
40.34659,-121.6415,2020-08-01,-1.2799997329711914
34.17363,-117.889503,2020-07-30,1.8299999237060547
41.699,-121.477,2020-07-24,-3.2899999618530273
37.813779,-120.312565,2020-08-20,-1.489999771118164
39.776,-122.673,2020-08-16,-3.2799997329711914
34.08056,-116.98669,2020-09-05,0.9799995422363281
41.591948,-120.374514,2020-12-03,-2.4600000381469727
33.773754,-117.051463,2020-12-03,1.3199996948242188
34.146195,-117.778561,2020-11-06,-1.0299997329711914
40.41486,-122.342,2020-10-25,-2.229999542236328
33.893351,-117.62109,2020-12-01,-1.140000343322754
41.4435,-120.87054,2020-11-17,-3.359999656677246
33.743842,-117.674967,2020-12-02,-1.010000228881836
37.25086,-119.51982,2021-01-19,-3.3000001907348633
37.18259,-122.28823,2021-01-18,-4.010000228881836
37.08931,-122.10509,2021-01-19,-3.369999885559082
34.20955,-118.83967,2021-01-14,-2.270000457763672
33.52871,-116.10723,2021-01-19,-2.2799997329711914
37.18381,-122.13372,2021-01-19,-3.380000114440918
36.98767,-121.83627,2021-01-19,-2.2200002670288086
35.5819816117628,-117.591073443333,2021-03-14,-3.0699996948242188
40.6758842,-122.0536419,2021-04-01,-3.359999656677246
32.958961,-116.582369,2021-04-12,-1.630000114440918
38.99914,-123.35838,2021-04-18,-4.439999580383301
38.8843712846835,-122.517715553264,2021-04-29,-5.25
38.223179,-120.856628,2021-04-29,-3.979999542236328
33.86972,-117.044072,2021-05-05,-2.6000003814697266
33.532246,-116.767011,2021-05-04,-2.939999580383301
38.9743823,-121.5896697,2021-04-19,-6.100000381469727
34.449686,-118.616276,2021-04-28,-3.689999580383301
38.03106,-120.85258,2021-05-08,-3.890000343322754
39.2510745,-121.361339,2021-05-12,-5.079999923706055
38.773294,-121.034998,2021-05-01,-4.210000038146973
38.28328,-121.45965,2021-05-08,-6.729999542236328
37.560209,-120.419624,2021-05-14,-5.020000457763672
41.1849445,-123.6986222,2020-07-20,-1.0799999237060547
34.454231,-117.663815,2021-05-12,-3.4600000381469727
34.7591895,-118.5044868,2021-05-20,-4.0
40.971612,-120.094517,2021-05-14,-3.310000419616699
33.965596,-117.471517,2021-05-24,-3.510000228881836
37.45646,-120.00392,2021-05-27,-4.130000114440918
34.079046,-118.558938,2021-05-14,-3.489999771118164
36.862017253092894,-119.348412180029,2021-05-31,-5.439999580383301
37.1619216,-119.5166045,2021-05-31,-4.789999961853027
37.2448494401916,-119.860478362096,2021-06-06,-4.159999847412109
38.899722,-122.238889,2021-06-09,-8.0
33.3157115652491,-117.34832277422,2021-06-09,-2.979999542236328
34.3832472034404,-117.418354641222,2021-06-09,-3.140000343322754
39.1956433,-121.3587065,2021-06-13,-5.529999732971191
37.24042,-121.76309,2021-06-14,-5.090000152587891
38.3046414,-120.9608439,2021-06-13,-6.010000228881836
39.181047,-121.450982,2020-10-07,-3.1800003051757812
38.79988,-121.01273,2021-06-16,-4.920000076293945
33.67127,-116.94956,2021-06-15,-3.060000419616699
39.77144,-121.76629,2021-06-17,-5.960000038146973
36.47887,-119.10788,2021-06-18,-5.399999618530273
40.61468,-122.49164,2021-06-15,-5.109999656677246
33.5812044,-116.4518615,2021-06-13,-3.1499996185302734
38.728881,-121.39247,2021-06-21,-6.960000038146973
37.118582,-121.584194,2021-06-25,-5.050000190734863
33.337282,-117.095858,2021-06-23,-3.1499996185302734
38.659971,-120.876096,2021-06-26,-4.800000190734863
35.442533,-118.793912,2021-06-26,-4.520000457763672
40.10806,-122.16025,2021-06-15,-6.930000305175781
41.562302,-120.497502,2021-06-24,-5.100000381469727
33.740058,-117.050236,2021-06-28,-2.939999580383301
36.932,-119.735,2021-06-27,-4.989999771118164
41.917209,-122.374848,2021-06-28,-5.680000305175781
36.10007,-119.017899,2021-07-03,-4.710000038146973
36.802809,-119.393795,2021-07-04,-5.260000228881836
34.919,-118.891,2021-06-27,-4.279999732971191
39.253647,-123.224377,2021-07-07,-6.479999542236328
37.865193,-121.667665,2021-07-11,-6.670000076293945
40.039,-121.406,2021-06-27,-4.970000267028809
37.028657668133,-119.254844094822,2021-06-30,-5.039999961853027
36.151231,-121.558858,2021-06-18,-4.5
36.03887,-118.76857,2021-06-18,-4.739999771118164
34.20849,-117.280416,2021-06-28,-3.510000228881836
34.808751,-118.87933,2021-07-04,-4.369999885559082
38.0975072,-122.7418335,2021-07-14,-5.970000267028809
41.25272,-121.82403,2021-07-11,-5.649999618530273
41.80728,-120.638464,2021-07-05,-5.289999961853027
41.665191,-122.054254,2021-06-28,-7.369999885559082
32.578481,-116.634023,2021-07-15,-2.5500001907348633
40.1703,-122.64768,2021-07-14,-5.479999542236328
37.350823,-119.869785,2021-07-11,-4.609999656677246
40.860525,-122.348956,2021-06-30,-5.380000114440918
39.999396,-122.55195,2021-07-17,-6.159999847412109
33.889516,-117.070814,2021-07-20,-2.729999542236328
39.383922,-121.24684,2021-07-20,-5.350000381469727
40.86955,-120.45187,2021-07-18,-3.9600000381469727
41.28523,-121.77593,2021-07-09,-6.260000228881836
32.82731,-116.6253,2021-07-10,-2.2899999618530273
37.8024,-118.8745,2021-07-12,-3.7799997329711914
38.4504695,-119.7512546,2021-06-25,-4.640000343322754
35.65927,-120.560856,2021-07-31,-3.25
40.466364,-122.482826,2021-08-01,-6.819999694824219
34.7479248,-118.8217926,2021-07-31,-3.75
40.604986,-122.506112,2021-08-04,-7.800000190734863
41.034362,-121.89008,2021-08-07,-6.310000419616699
38.250596,-122.727542,2021-08-13,-6.590000152587891
38.826123,-122.581257,2021-08-13,-6.090000152587891
34.23604,-117.65989,2021-08-03,-3.0299997329711914
36.199833,-118.722167,2021-07-26,-5.170000076293945
35.41153,-118.46461,2021-07-20,-4.060000419616699
