Latitude,Longitude,Date,Maximum Temperature,Minimum Temperature,Temperature,Dew Point,Wind Chill,Heat Index,Precipitation,Precipitation Cover,Snow,Snow Depth,Wind Speed,Wind Gust,Wind Direction,Visibility,Cloud Cover,Relative Humidity,Sea Level Pressure,Solar Radiation,Solar Energy,Weather Type,Info,Conditions
41.838,-122.845,2019-07-27,92.7,63.8,77.1,45.5,,88.7,0.0,0.0,0.0,0.0,14.0,23.0,83.22,7.2,45.7,35.25,1021.3,421.2,25.8,Smoke Or Haze,,Partially cloudy
41.834366,-122.656569,2019-07-27,93.4,65.1,77.6,45.1,,89.2,0.0,0.0,0.0,0.0,15.9,23.0,87.09,7.4,47.3,34.14,1021.3,421.2,25.8,Smoke Or Haze,,Partially cloudy
38.07944444,-122.25611111,2019-09-26,78.9,63.3,70.7,58.3,,,0.0,0.0,0.0,0.0,20.5,26.4,205.25,9.8,2.9,65.7,1010.7,410.5,19.2,,,Clear
37.429506,-121.336465,2019-10-03,76.0,46.3,61.0,40.7,,,0.0,0.0,0.0,0.0,13.6,,200.38,9.9,1.3,50.84,1014.8,334.5,20.5,,,Clear
39.613783,-123.458782,2019-10-04,72.0,47.3,57.4,37.1,45.1,,0.0,0.0,0.0,0.0,10.2,21.9,223.79,9.9,0.0,49.79,1020.8,255.4,17.5,,,Clear
37.066483,-121.219163,2019-10-07,87.5,53.3,66.2,38.0,,83.9,0.0,0.0,0.0,0.0,17.9,24.2,142.79,9.9,0.0,38.38,1014.5,343.7,18.6,,,Clear
40.314187,-122.070055,2019-10-07,88.5,50.5,68.3,36.8,,84.7,0.0,0.0,0.0,0.0,7.8,,219.46,10.1,0.4,34.79,1014.4,304.2,15.3,,,Clear
39.847708,-122.160416,2019-10-09,74.8,55.2,64.3,17.3,,,0.0,0.0,0.0,0.0,25.5,39.8,318.46,13.4,0.0,18.96,1013.1,397.8,18.6,,,Clear
39.847708,-122.1604,2019-10-09,74.8,55.2,64.3,17.3,,,0.0,0.0,0.0,0.0,25.5,39.8,318.46,13.4,0.0,18.96,1013.1,397.8,18.6,,,Clear
37.606,-121.853,2019-10-08,87.6,53.4,67.3,41.0,,84.1,0.0,0.0,0.0,0.0,13.4,,177.83,9.9,3.6,41.97,1011.1,310.8,17.9,,,Clear
38.165873,-122.211671,2019-10-06,87.1,44.5,64.9,39.6,,83.6,0.0,0.0,0.0,0.0,11.8,20.8,139.21,9.8,0.0,45.15,1015.8,386.9,18.1,Smoke Or Haze,,Clear
33.827979,-117.499619,2019-10-10,80.9,54.7,67.8,26.5,,78.7,0.0,0.0,0.0,0.0,18.6,36.7,125.67,8.5,33.2,40.42,1012.5,314.3,19.2,"Blowing Or Drifting Snow, Mist, Smoke Or Haze",,Partially cloudy
40.4988,-122.19911,2019-10-10,78.0,55.7,65.5,10.3,,,0.0,0.0,0.0,0.0,26.4,38.0,227.33,9.9,0.0,11.93,1018.2,349.1,17.6,,,Clear
35.79069,-120.73102,2019-10-09,79.5,43.8,59.5,41.2,46.4,,0.0,0.0,0.0,0.0,14.3,32.2,254.33,9.7,10.6,55.42,1010.8,378.3,19.1,Mist,,Clear
35.709176,-120.312856,2019-10-11,83.3,39.1,60.1,17.1,,80.7,0.0,0.0,0.0,0.0,15.4,25.3,163.71,9.7,5.7,26.11,1015.0,351.6,17.7,Smoke Or Haze,,Clear
37.828267,-122.103867,2019-10-10,78.7,52.6,63.8,24.5,,,0.0,0.0,0.0,0.0,15.7,28.2,115.92,9.9,13.5,25.87,1014.7,189.3,16.4,,,Clear
33.8615,-116.897333,2019-10-10,82.0,58.3,69.7,20.5,,79.6,0.0,0.0,0.0,0.0,17.2,27.7,204.38,9.5,12.4,27.93,1013.2,400.5,21.6,Mist,,Clear
33.975405,-117.207068,2019-10-10,80.6,48.1,65.7,25.4,,78.5,0.0,0.0,0.0,0.0,19.1,37.0,180.29,8.8,27.7,46.28,1012.7,394.8,18.5,"Blowing Or Drifting Snow, Mist, Smoke Or Haze",,Partially cloudy
34.23955,-119.20187,2019-10-11,87.3,59.5,75.0,12.8,,84.0,0.0,0.0,0.0,0.0,23.3,34.7,104.46,9.9,0.8,14.09,1013.0,409.7,20.6,,,Clear
34.156389,-118.950833,2019-10-10,85.4,55.0,70.3,25.7,,82.4,0.0,0.0,0.0,0.0,28.2,40.2,71.79,7.9,29.2,38.2,1012.3,299.5,19.4,"Blowing Or Drifting Snow, Mist, Smoke Or Haze",,Partially cloudy
38.045866,-122.245186,2019-10-15,73.7,43.6,56.3,44.7,46.8,,0.0,0.0,0.0,0.0,8.5,,263.29,9.1,15.8,68.08,1017.1,327.1,14.1,"Mist, Fog, Smoke Or Haze",,Clear
32.762706,-117.097441,2019-10-15,77.4,57.5,66.7,57.1,,,0.0,0.0,0.0,0.0,12.7,18.3,174.29,9.6,13.3,72.81,1014.6,221.3,11.2,Smoke Or Haze,,Clear
40.387772,-120.304341,2019-10-13,68.1,32.1,48.2,22.9,29.6,,0.0,0.0,0.0,0.0,12.8,,244.38,9.9,0.0,46.05,1014.2,289.4,14.6,,,Clear
36.319291,-120.460189,2019-10-18,74.0,43.9,58.5,40.8,40.4,,0.0,0.0,0.0,0.0,14.4,24.2,241.08,9.8,10.2,54.53,1016.7,231.8,18.4,Smoke Or Haze,,Clear
34.484722,-120.190833,2019-10-17,73.1,50.5,59.5,48.9,,,0.0,0.0,0.0,0.0,17.1,28.7,211.96,8.7,24.7,71.22,1010.9,254.7,18.3,Mist,,Clear
37.604638,-119.96606,2019-10-06,72.7,55.4,62.8,42.8,,,0.0,0.0,0.0,0.0,6.0,,203.65,9.9,0.0,49.5,1016.4,363.6,18.3,,,Clear
34.033117,-117.21545,2019-10-21,91.0,52.7,71.7,29.8,,86.7,0.0,0.0,0.0,0.0,8.4,28.1,137.25,9.9,0.6,23.9,1016.1,354.9,17.9,,,Clear
40.061389,-120.680556,2019-09-04,89.7,51.9,68.6,44.3,,86.2,0.0,0.0,0.0,0.0,19.7,,158.89,9.8,1.6,45.26,1019.1,282.7,15.3,Light Rain,,Clear
33.635,-116.801111,2019-09-15,97.1,72.8,84.1,44.4,,92.7,0.0,0.0,0.0,0.0,11.8,18.3,195.67,9.9,0.2,26.15,1010.3,373.9,21.5,,,Clear
41.4929742,-123.2129356,2019-09-07,83.3,52.4,66.3,41.3,,80.6,0.0,0.0,0.0,0.0,11.2,27.7,219.67,9.9,2.8,44.29,1016.5,320.3,17.3,,,Clear
37.826,-118.872,2019-09-06,81.8,54.0,68.1,47.6,,80.2,0.0,0.0,0.0,0.0,15.8,24.4,250.7,9.9,8.5,53.35,1019.1,405.9,20.5,,,Clear
41.862237,-122.662258,2019-09-07,85.1,55.2,68.2,44.4,,81.9,0.0,0.0,0.0,0.0,18.9,27.7,166.83,9.9,3.0,45.93,1015.9,338.9,19.5,,,Clear
35.214364,-120.455883,2019-09-21,89.5,56.2,69.8,45.0,,85.6,0.0,0.0,0.0,0.0,17.1,23.0,182.13,9.9,0.0,45.75,1012.0,294.1,15.9,,,Clear
35.189783,-120.1755,2019-10-01,70.8,48.9,58.7,43.3,47.4,,0.0,0.0,0.0,0.0,21.7,34.3,307.46,9.1,0.0,59.02,1013.0,429.5,20.1,Smoke Or Haze,,Clear
39.551423,-121.800538,2019-10-24,84.3,58.5,71.4,26.5,,81.3,0.0,0.0,0.0,0.0,13.3,24.2,298.25,11.0,4.5,19.29,1017.9,362.8,31.3,,,Clear
39.32198,-121.4021,2017-10-08,82.9,52.9,67.6,32.9,,80.3,0.0,0.0,0.0,0.0,24.4,35.7,261.17,9.3,5.0,33.44,1009.3,,,Smoke Or Haze,,Clear
38.60895,-122.62879,2017-10-08,85.6,48.3,66.6,32.2,46.5,82.5,0.0,0.0,0.0,0.0,17.7,29.9,157.17,9.8,2.5,40.06,1008.6,,,,,Clear
37.75375,-121.57918,2018-05-30,70.2,52.7,60.2,48.3,,,0.0,0.0,0.0,0.0,24.4,34.1,257.42,9.2,17.1,66.47,1008.8,518.9,29.9,Mist,,Clear
40.18395,-122.27574,2018-06-23,101.9,77.0,89.7,39.3,,97.1,0.0,0.0,0.0,0.0,26.3,36.8,326.17,9.4,11.4,18.11,1008.4,453.0,27.7,Smoke Or Haze,,Clear
35.05747,-120.39295,2018-06-21,70.2,51.6,58.6,51.3,,,0.0,0.0,0.0,0.0,13.8,,242.65,7.6,37.2,78.39,1014.4,394.2,24.1,"Mist, Light Drizzle, Fog",,Partially cloudy
37.95766,-120.68902,2018-06-24,95.9,66.0,80.6,51.9,,93.9,0.0,0.0,0.0,0.0,14.2,18.3,282.92,9.9,0.0,39.24,1008.7,506.6,29.2,Blowing Or Drifting Snow,,Clear
41.893332,-122.534655,2018-07-05,85.9,47.1,69.5,36.1,45.5,82.6,0.0,0.0,0.0,0.0,23.8,33.1,145.13,9.9,1.0,32.34,1018.7,473.2,29.0,,,Clear
34.463889,-119.831389,2018-07-06,100.4,60.3,78.6,57.1,,95.7,0.0,0.0,0.0,0.0,14.8,26.4,127.67,8.9,9.7,56.5,1011.4,457.8,29.7,Smoke Or Haze,,Clear
32.833674,-116.7311,2018-07-06,104.8,64.6,85.3,53.2,,102.7,0.0,0.0,0.0,0.0,14.0,27.7,169.46,9.9,4.6,39.4,1011.8,303.9,17.5,,,Clear
39.06715,-122.59789,2018-07-09,94.5,51.3,73.2,39.7,,90.0,0.0,0.0,0.0,0.0,12.9,19.7,164.21,9.9,0.0,36.01,1016.8,478.8,29.3,,,Clear
38.91152,-122.86854,2018-07-21,87.3,59.6,71.6,52.9,,85.7,0.0,0.0,0.0,0.0,12.0,19.7,140.58,9.3,14.9,54.22,1014.1,483.6,27.9,Mist,,Clear
37.89612,-121.85847,2018-07-25,94.7,60.6,75.5,52.3,,91.2,0.0,0.0,0.0,0.0,15.5,20.8,290.88,9.8,4.5,49.87,1016.3,494.5,30.3,,,Clear
38.51943,-122.18353,2018-07-28,91.5,58.3,72.7,53.9,,89.8,0.0,0.0,0.0,0.0,12.8,34.4,233.25,9.6,19.4,55.19,1011.8,476.6,27.5,Smoke Or Haze,,Clear
38.82128,-121.03918,2018-08-01,94.3,72.6,82.5,49.0,,90.3,0.0,0.0,0.0,0.0,7.2,,133.29,9.5,6.9,32.75,1014.1,371.3,29.4,,,Clear
37.69965,-120.0545,2018-08-04,80.3,65.3,73.0,51.5,,79.9,0.0,0.0,0.0,0.0,7.8,24.7,258.67,6.2,14.1,48.87,1010.6,494.1,26.7,"Mist, Smoke Or Haze",,Clear
33.69888,-117.52055,2018-08-06,103.8,64.2,83.5,56.0,,101.5,0.0,0.0,0.0,0.0,14.6,23.0,202.79,9.7,16.3,45.35,1009.5,438.3,23.7,,,Clear
40.9425,-122.43,2018-09-05,95.5,53.5,74.9,41.5,,90.8,0.0,0.0,0.0,0.0,9.1,20.8,74.13,9.7,0.0,35.85,1013.4,455.4,24.6,Smoke Or Haze,,Clear
38.7448,-120.65672,2018-09-20,82.2,63.4,71.9,33.8,,80.0,0.0,0.0,0.0,0.0,15.2,12.8,139.0,9.9,1.1,25.0,1014.1,410.2,19.2,,,Clear
37.166674,-122.361112,2019-10-24,89.5,61.1,75.4,34.4,,85.5,0.0,0.0,0.0,0.0,17.5,43.8,128.96,9.7,18.9,24.26,1015.8,384.7,16.6,Smoke Or Haze,,Clear
37.62782,-121.68598,2019-10-24,87.0,58.4,72.2,28.5,,83.5,0.0,0.0,0.0,0.0,15.4,18.3,63.33,9.9,3.8,21.17,1016.6,330.8,16.7,,,Clear
33.259861,-117.027333,2019-10-25,89.5,66.3,78.3,18.3,,85.5,0.0,0.0,0.0,0.0,12.1,31.1,114.67,9.8,0.4,11.15,1014.8,386.9,18.1,Smoke Or Haze,,Clear
37.99136,-121.64118,2019-10-27,71.3,55.1,62.0,21.0,,,0.0,0.0,0.0,0.0,28.0,41.4,216.96,9.2,7.0,22.22,1010.3,250.9,13.5,"Light Rain, Smoke Or Haze",,Clear
37.97911,-122.11092,2019-10-27,69.2,53.3,61.4,24.2,,,0.0,0.0,0.0,0.0,28.7,44.0,131.75,9.6,1.8,27.39,1010.9,339.1,15.9,"Mist, Smoke Or Haze",,Clear
38.07205,-122.22463,2019-10-27,69.7,51.7,61.7,20.7,,,0.0,0.0,0.0,0.0,37.3,54.3,109.04,9.8,2.8,23.24,1010.8,329.5,14.2,Smoke Or Haze,,Clear
38.03545,-122.2241,2019-10-27,69.6,51.9,61.6,22.1,,,0.0,0.0,0.0,0.0,34.9,50.6,92.92,9.6,3.5,24.95,1010.9,329.5,14.2,"Mist, Smoke Or Haze",,Clear
33.055124,-116.742508,2019-10-25,89.4,60.2,76.7,16.4,,85.4,0.0,0.0,0.0,0.0,17.9,31.1,67.71,9.8,0.9,11.08,1015.1,391.3,18.3,Smoke Or Haze,,Clear
34.472778,-118.368056,2019-10-24,89.4,58.9,74.2,15.7,,85.8,0.0,0.0,0.0,0.0,18.0,31.6,184.58,9.9,0.0,15.68,1016.3,352.1,17.7,Smoke Or Haze,,Clear
32.564583,-116.834583,2019-10-31,79.8,53.0,64.4,11.2,,,0.0,0.0,0.0,0.0,18.8,31.1,146.04,9.8,3.2,18.15,1018.5,314.4,15.8,Smoke Or Haze,,Clear
38.724,-120.145,2019-10-11,60.8,20.7,38.6,14.0,15.1,,0.0,0.0,0.0,0.0,6.5,,124.52,9.9,2.8,40.95,1021.9,262.6,13.2,Smoke Or Haze,,Clear
34.183624,-117.274276,2019-10-24,90.7,67.4,79.7,12.4,,86.8,0.0,0.0,0.0,0.0,15.7,36.9,61.83,9.9,8.7,9.36,1014.8,289.7,17.7,,,Clear
33.9925,-117.059167,2019-10-10,73.8,47.5,60.6,20.7,,,0.0,0.0,0.0,0.0,16.8,36.9,123.0,9.2,20.7,39.23,1013.4,349.9,16.4,"Blowing Or Drifting Snow, Mist, Smoke Or Haze",,Clear
39.22431,-123.12887,2019-10-27,60.5,52.1,56.8,,,,0.0,0.0,0.0,0.0,6.9,16.1,203.5,,,,1013.5,355.5,14.1,,,Clear
33.849906,-117.461363,2019-11-01,84.6,39.3,61.7,2.9,35.5,81.9,0.0,0.0,0.0,0.0,10.5,19.7,69.25,9.9,0.0,13.12,1018.4,275.4,16.9,,,Clear
34.32988,-118.48161,2019-10-10,81.6,57.3,69.5,31.6,,79.3,0.0,0.0,0.0,0.0,20.0,33.3,113.0,9.6,30.1,41.76,1011.6,404.5,18.9,Mist,,Partially cloudy
34.055768,-118.554091,2019-10-21,87.4,67.8,76.6,41.7,,83.9,0.0,0.0,0.0,0.0,11.3,,151.54,9.9,1.3,30.49,1015.1,341.6,17.2,Smoke Or Haze,,Clear
34.098191,-118.478717,2019-10-28,72.7,55.4,63.8,29.6,,,0.0,0.0,0.0,0.0,12.8,36.9,178.92,9.9,0.0,29.88,1014.0,58.0,2.9,Smoke Or Haze,,Clear
34.183,-117.285,2019-10-31,75.3,50.7,60.9,-5.2,,,0.0,0.0,0.0,0.0,13.9,26.4,46.46,9.9,3.7,6.96,1020.0,293.9,16.9,Smoke Or Haze,,Clear
39.100408,-122.496548,2019-11-05,78.9,38.9,55.9,39.0,,,0.0,0.0,0.0,0.0,5.3,,85.25,9.8,1.7,58.81,1016.8,327.6,14.2,Smoke Or Haze,,Clear
33.351145,-117.403719,2019-10-22,93.5,51.9,71.8,32.9,,88.9,0.0,0.0,0.0,0.0,11.1,17.2,98.0,9.9,3.1,28.57,1015.9,392.7,17.0,,,Clear
37.896231,-122.636471,2019-10-24,87.0,65.0,74.8,31.1,,83.4,0.0,0.0,0.0,0.0,10.7,15.0,128.71,9.9,15.9,21.42,1016.2,370.0,16.0,,,Clear
38.734634,-121.729691,2019-11-25,62.9,35.9,50.3,28.6,31.0,,0.0,0.0,0.0,0.0,27.0,39.9,263.33,9.9,6.3,50.56,1017.5,196.9,8.5,,,Clear
41.70611111,-123.4375,2019-10-04,58.5,48.4,53.5,49.4,47.1,,0.01,4.17,0.0,0.0,8.8,12.8,148.22,9.7,24.2,86.49,1023.6,372.5,17.4,Mist,,Rain
36.284,-118.228,2019-09-06,,,,,,,0.0,,,,,,,,,,,,,,No data available,
37.034,-118.345,2019-09-06,92.3,54.0,73.6,49.5,,88.5,0.0,0.0,0.0,0.0,10.8,24.2,233.0,9.9,2.1,49.21,1019.0,454.4,22.9,,,Clear
38.88913,-122.604425,2019-10-17,68.1,49.7,58.9,46.1,47.8,,0.0,0.0,0.0,0.0,15.3,30.0,270.83,9.9,20.7,65.79,1014.4,356.6,15.4,Mist,,Clear
40.109,-122.789,2019-09-05,96.8,67.9,82.2,48.0,,92.8,0.0,0.0,0.0,0.0,22.2,34.4,218.88,9.9,0.8,33.44,1011.6,422.3,22.8,,,Clear
40.511092,-123.6378411,2020-02-15,52.9,38.9,45.5,41.3,36.1,,0.0,0.0,0.0,0.0,9.0,,153.46,9.2,55.6,86.07,1025.7,245.7,10.6,Smoke Or Haze,,Partially cloudy
40.33583333,-122.84722222,2020-02-23,60.2,40.1,49.5,40.4,43.3,,0.0,0.0,0.0,0.0,7.8,,156.17,9.6,22.0,71.47,1025.0,353.2,16.5,,,Clear
39.6923001,-120.3291855,2020-02-17,50.8,23.9,36.7,12.0,20.0,,0.0,0.0,0.0,1.73,17.7,25.3,148.7,9.6,15.0,44.32,1021.7,398.4,17.2,"Mist, Fog",,Clear
40.62155,-120.49392,2020-02-23,60.9,26.7,43.1,23.4,21.2,,0.0,0.0,0.0,0.0,18.3,,246.11,9.9,1.3,49.78,1023.1,351.4,16.4,,,Clear
34.302212,-118.997115,2019-10-31,78.7,52.7,64.8,8.0,,,0.0,0.0,0.0,0.0,23.5,33.5,130.63,9.9,2.8,16.29,1020.2,366.2,15.8,Smoke Or Haze,,Clear
38.792458,-122.780053,2019-10-23,87.1,49.4,67.4,38.3,47.6,83.6,0.0,0.0,0.0,0.0,12.6,24.2,179.38,9.9,0.2,45.75,1015.6,47.9,2.6,,,Clear
39.774968,-122.384532,2020-03-02,73.4,42.1,58.6,23.9,39.5,,0.0,0.0,0.0,0.0,22.5,31.1,333.92,12.1,2.0,26.89,1020.3,175.9,8.2,,,Clear
33.96957,-117.51793,2020-03-03,80.6,55.4,67.2,22.5,,78.6,0.0,0.0,0.0,0.0,16.7,37.1,183.13,9.9,1.4,19.8,1013.0,374.3,25.6,,,Clear
33.65263,-117.40906,2020-03-06,74.3,44.2,58.4,44.3,,,0.0,0.0,0.0,0.0,12.0,20.3,168.88,9.7,7.7,63.22,1015.7,448.5,21.0,Mist,,Clear
39.75638899,-122.94111111,2020-02-25,79.1,45.5,59.8,32.5,42.4,,0.0,0.0,0.0,0.0,10.3,31.1,326.0,9.9,0.0,38.42,1026.1,326.4,15.3,,,Clear
39.45493,-121.12381,2020-03-03,69.7,48.9,58.8,30.2,46.7,,0.0,0.0,0.0,0.0,9.4,32.2,138.38,9.9,0.0,34.59,1017.7,396.8,18.6,,,Clear
32.93432,-115.5865,2020-04-04,84.8,57.2,69.3,37.3,,81.7,0.0,0.0,0.0,0.0,24.9,33.4,232.67,9.9,0.0,32.79,1008.3,420.4,22.7,Light Rain,,Clear
40.09554,-122.43905,2020-04-23,83.5,55.9,71.9,41.4,,80.9,0.0,0.0,0.0,0.0,11.7,28.9,235.58,10.3,0.5,38.53,1021.4,407.2,23.5,,,Clear
37.82066,-121.595225,2020-04-27,81.6,54.4,68.1,46.2,,80.4,0.0,0.0,0.0,0.0,14.5,21.9,259.08,9.9,0.0,47.34,1018.0,168.9,9.7,,,Clear
40.63442,-122.97693,2020-04-25,79.9,56.1,66.7,46.6,,,0.0,0.0,0.0,0.0,6.3,,173.08,9.9,2.0,50.37,1017.3,357.7,19.3,,,Clear
36.075003,-120.106407,2020-05-03,80.8,54.1,67.2,47.0,,79.7,0.0,0.0,0.0,0.0,17.8,25.3,290.96,9.9,12.4,52.13,1019.1,400.3,27.4,,,Clear
34.47438,-120.29379,2020-05-07,82.6,48.8,64.1,43.6,,80.7,0.0,0.0,0.0,0.0,13.1,17.2,165.92,9.4,0.5,50.55,1012.1,417.8,30.1,Smoke Or Haze,,Clear
33.861054,-117.024114,2020-05-18,72.0,57.1,63.3,53.8,,,0.0,0.0,0.0,0.0,16.5,23.0,200.58,9.5,76.8,72.45,1014.1,273.8,20.7,"Mist, Precipitation In Vicinity, Light Rain",,Overcast
37.11715,-119.982359,2020-05-21,83.2,50.6,68.6,49.1,,81.1,0.0,0.0,0.0,0.0,10.7,17.2,282.46,9.9,2.9,54.91,1015.1,493.6,28.4,,,Clear
38.697834,-122.403634,2020-05-22,76.3,48.4,63.1,43.4,,,0.0,0.0,0.0,0.0,11.6,21.9,263.58,9.5,6.4,53.57,1012.6,552.4,31.8,Mist,,Clear
35.34237,-120.70524,2020-05-27,84.5,56.3,68.4,53.8,,83.3,0.0,0.0,0.0,0.0,9.2,,205.58,9.7,0.0,62.2,1012.3,427.3,26.2,"Mist, Smoke Or Haze",,Clear
33.83167,-117.34934,2020-05-28,88.2,57.0,72.4,57.1,,87.7,0.0,0.0,0.0,0.0,12.7,21.9,256.42,9.9,0.0,62.21,1013.1,501.2,28.9,Mist,,Clear
35.9994,-86.8616,2020-05-30,80.5,60.6,71.0,56.0,,80.3,0.0,0.0,0.0,0.0,11.9,24.2,321.0,9.9,17.7,62.15,1019.5,535.9,28.9,,,Clear
37.11806,-119.93221,2020-06-01,84.5,63.0,73.0,55.5,,83.2,0.0,0.0,0.0,0.0,10.1,,302.5,9.9,14.9,55.76,1013.7,320.8,18.5,,,Clear
34.01389,-119.74577,2020-05-31,69.2,56.4,62.3,55.4,,,0.0,0.0,0.0,0.0,11.2,,213.96,9.3,52.1,78.65,1013.2,355.4,21.7,Mist,,Partially cloudy
39.1296,-123.48018,2020-06-01,78.1,56.3,66.3,51.8,,,0.0,0.0,0.0,0.0,9.2,17.2,194.42,9.9,9.4,62.13,1014.9,520.8,30.0,,,Clear
40.809323,-120.288882,2020-06-02,84.6,44.4,65.6,41.4,43.8,81.7,0.0,0.0,0.0,0.0,12.1,18.3,198.96,9.9,3.1,48.26,1021.1,536.3,30.9,,,Clear
37.329163,-121.726223,2020-06-04,91.1,62.1,74.2,54.2,,87.9,0.0,0.0,0.0,0.0,13.3,,271.17,9.6,15.3,53.44,1007.9,487.4,28.1,,,Clear
38.98487,-121.340239,2020-06-05,80.7,59.1,70.4,48.7,,79.8,0.0,0.0,0.0,0.0,23.7,32.0,149.46,9.9,0.3,47.73,1003.9,607.3,37.2,,,Clear
38.224849,-122.549816,2020-06-05,69.5,47.2,58.8,51.3,,,0.0,0.0,0.0,0.0,20.5,36.9,295.42,5.7,4.6,78.72,1008.2,392.9,26.9,"Mist, Smoke Or Haze",,Clear
37.229703,-121.851895,2020-06-04,89.9,62.1,73.4,54.8,,86.8,0.0,0.0,0.0,0.0,12.9,,300.38,9.5,16.3,55.74,1008.1,481.3,27.7,,,Clear
37.994368,-122.002811,2020-06-06,74.1,56.8,63.7,43.9,,,0.0,4.17,0.0,0.0,24.4,35.8,239.0,9.9,1.3,50.21,1012.8,451.6,27.6,,,Clear
36.2644,-121.0781,2020-06-07,71.4,48.8,60.7,42.7,47.1,,0.0,0.0,0.0,0.0,22.2,31.2,304.25,9.9,5.6,54.5,1019.3,337.2,20.6,,,Clear
38.216134,-122.536406,2020-06-06,69.5,52.0,59.7,48.7,,,0.0,0.0,0.0,0.0,25.7,37.8,280.75,6.5,8.0,70.15,1013.8,371.9,30.8,"Mist, Smoke Or Haze",,Clear
33.78275,-116.89655,2020-06-08,86.3,51.3,69.4,22.8,,83.1,0.0,0.0,0.0,0.0,16.5,39.1,152.79,9.9,0.4,28.3,1015.2,527.8,32.3,,,Clear
35.94979,-120.81509,2020-06-08,83.0,47.9,65.5,37.9,42.3,80.4,0.0,0.0,0.0,0.0,18.3,,288.57,9.9,0.0,44.28,1019.4,482.1,31.2,,,Clear
33.638067,-117.37581,2020-06-08,86.9,51.9,70.1,25.5,,83.6,0.0,0.0,0.0,0.0,10.7,36.9,159.96,9.9,1.0,29.2,1014.8,453.1,32.6,,,Clear
37.61955,-120.215454,2020-06-07,74.1,51.7,63.5,38.9,,,0.0,0.0,0.0,0.0,17.7,27.7,316.17,9.9,1.9,43.46,1017.3,526.8,32.2,,,Clear
40.837885,-122.097933,2020-06-04,93.2,66.4,80.1,51.6,,90.1,0.0,0.0,0.0,0.0,10.5,19.7,166.13,9.9,0.6,39.6,1008.5,398.8,25.8,,,Clear
38.232281,-122.042199,2020-06-03,101.3,60.6,82.2,52.4,,97.3,0.0,0.0,0.0,0.0,15.4,20.8,247.88,9.9,0.0,40.83,1012.6,480.6,29.4,,,Clear
38.196893,-122.156313,2020-06-05,74.6,54.2,62.2,49.7,,,0.01,20.83,0.0,0.0,27.7,43.8,222.29,9.8,8.1,65.41,1006.7,415.2,26.9,,,Rain
38.827755,-120.988571,2020-06-09,82.9,54.9,69.4,40.0,,80.6,0.0,0.0,0.0,0.0,8.2,20.8,176.83,9.9,0.0,36.63,1022.6,454.5,27.8,,,Clear
38.89695,-123.21318,2020-06-09,85.9,48.3,67.8,42.4,,83.0,0.0,0.0,0.0,0.0,10.0,17.2,120.83,9.8,0.2,43.02,1020.9,491.0,31.8,,,Clear
38.733421,-121.378879,2020-06-11,94.3,62.7,77.3,50.4,,90.1,0.0,0.0,0.0,0.0,15.0,19.7,178.25,9.9,30.0,43.81,1012.8,426.1,27.6,,,Partially cloudy
32.580882,-116.690712,2020-06-11,79.3,61.3,70.4,53.5,,,0.0,0.0,0.0,0.0,9.6,,168.79,8.6,6.2,56.39,1015.4,526.2,30.3,"Mist, Smoke Or Haze",,Clear
39.14783,-80.49163,2020-06-13,69.6,52.9,62.8,50.2,,,0.0,0.0,0.0,0.0,9.4,,73.13,9.9,44.8,64.38,1022.8,320.0,19.6,"Mist, Light Rain",,Partially cloudy
32.73044,-116.7862,2020-06-11,82.1,60.6,71.3,51.8,,81.8,0.0,0.0,0.0,0.0,9.7,,170.08,8.8,0.0,52.24,1015.2,467.8,26.9,"Mist, Smoke Or Haze",,Clear
37.40827,-120.08522,2020-06-13,78.2,53.1,65.7,44.3,,,0.0,0.0,0.0,0.0,16.4,24.2,312.83,9.9,5.3,49.45,1016.8,378.8,31.4,,,Clear
34.63309,-120.28867,2020-06-14,71.6,50.3,59.7,51.1,,,0.0,0.0,0.0,0.0,19.7,27.4,278.67,9.5,18.6,75.17,1014.6,419.8,28.7,"Mist, Fog",,Clear
38.520981,-121.201927,2020-06-12,75.0,58.5,66.3,50.5,,,0.0,0.0,0.0,0.0,19.3,25.3,186.17,9.9,26.7,58.22,1014.6,176.0,15.2,Light Rain,,Partially cloudy
33.776033,-117.461925,2020-06-13,81.2,53.5,67.1,51.7,,80.2,0.0,0.0,0.0,0.0,16.6,22.4,209.25,9.8,1.8,61.64,1013.2,465.4,28.5,Smoke Or Haze,,Clear
33.782532,-116.524014,2020-06-02,104.9,79.8,92.0,49.5,,101.3,0.0,4.17,0.0,0.0,15.8,27.7,237.38,9.9,0.0,24.85,1011.0,395.9,21.4,,,Clear
34.46182,-118.77347,2020-06-10,91.3,63.9,77.6,31.0,,87.0,0.0,0.0,0.0,0.0,10.1,24.2,255.63,9.9,0.6,19.98,1016.0,542.6,31.3,Smoke Or Haze,,Clear
35.40953,-120.56823,2020-06-16,75.0,50.7,62.7,47.8,,,0.0,0.0,0.0,0.0,21.7,31.0,288.17,9.5,0.2,61.84,1014.0,374.9,27.0,"Mist, Smoke Or Haze",,Clear
40.000132,-122.205628,2020-06-17,89.9,62.3,75.8,35.8,,85.8,0.0,0.0,0.0,0.0,23.8,34.9,340.13,11.1,0.0,25.74,1015.9,438.1,28.4,Light Rain,,Clear
